,hora,temperatura,Punto de rocio,Humedad,viento,nudos de viento,Rafaga,Presion,Precipitacion,Condicion,fecha
67,9:00 AM,61 °F,50 °F,68 %,NNW,2 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-02-01
68,10:00 AM,64 °F,50 °F,59 %,VAR,2 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-02-01
69,11:00 AM,68 °F,48 °F,49 %,VAR,5 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-02-01
70,12:00 PM,72 °F,50 °F,46 %,VAR,3 mph,0 mph,21.65 in,0.0 in,Showers in the Vicinity,2020-02-01
71,1:00 PM,70 °F,50 °F,49 %,N,8 mph,0 mph,21.63 in,0.0 in,Showers in the Vicinity,2020-02-01
72,2:00 PM,75 °F,48 °F,38 %,VAR,6 mph,0 mph,21.58 in,0.0 in,Partly Cloudy,2020-02-01
73,3:00 PM,73 °F,45 °F,36 %,VAR,3 mph,0 mph,21.56 in,0.0 in,Showers in the Vicinity,2020-02-01
74,3:39 PM,70 °F,48 °F,46 %,ENE,13 mph,0 mph,21.56 in,0.0 in,Showers in the Vicinity,2020-02-01
75,4:00 PM,68 °F,48 °F,49 %,E,13 mph,0 mph,21.56 in,0.0 in,Showers in the Vicinity,2020-02-01
76,5:00 PM,66 °F,48 °F,52 %,SSE,7 mph,0 mph,21.56 in,0.0 in,Mostly Cloudy,2020-02-01
77,6:00 PM,68 °F,48 °F,49 %,E,3 mph,0 mph,21.56 in,0.0 in,Mostly Cloudy,2020-02-01
78,5:00 AM,57 °F,54 °F,88 %,E,3 mph,0 mph,21.58 in,0.0 in,Mostly Cloudy,2020-02-08
79,6:00 AM,57 °F,54 °F,88 %,ENE,3 mph,0 mph,21.60 in,0.0 in,Mostly Cloudy,2020-02-08
80,7:00 AM,57 °F,54 °F,88 %,ENE,2 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2020-02-08
81,8:00 AM,59 °F,54 °F,82 %,NE,3 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2020-02-08
82,9:00 AM,63 °F,52 °F,68 %,VAR,2 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-02-08
83,10:00 AM,63 °F,54 °F,72 %,NE,7 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2020-02-08
84,11:00 AM,68 °F,52 °F,56 %,VAR,6 mph,0 mph,21.60 in,0.0 in,Mostly Cloudy,2020-02-08
85,12:00 PM,70 °F,50 °F,49 %,NW,6 mph,0 mph,21.58 in,0.0 in,Mostly Cloudy,2020-02-08
86,1:00 PM,73 °F,46 °F,38 %,NE,9 mph,0 mph,21.56 in,0.0 in,Partly Cloudy,2020-02-08
87,2:00 PM,70 °F,46 °F,43 %,ESE,9 mph,28 mph,21.54 in,0.0 in,Showers in the Vicinity,2020-02-08
88,2:01 PM,68 °F,46 °F,46 %,ESE,20 mph,37 mph,21.54 in,0.0 in,Thunder in the Vicinity,2020-02-08
89,2:27 PM,63 °F,52 °F,68 %,S,16 mph,0 mph,21.56 in,0.0 in,T-Storm,2020-02-08
90,3:00 PM,66 °F,48 °F,52 %,SSE,5 mph,0 mph,21.54 in,0.0 in,Showers in the Vicinity,2020-02-08
91,4:00 PM,70 °F,48 °F,46 %,VAR,2 mph,0 mph,21.52 in,0.0 in,Showers in the Vicinity,2020-02-08
92,5:00 PM,68 °F,48 °F,49 %,NW,7 mph,0 mph,21.54 in,0.0 in,Thunder,2020-02-08
93,6:00 PM,59 °F,54 °F,82 %,S,13 mph,0 mph,21.58 in,0.0 in,Heavy T-Storm,2020-02-08
94,5:00 AM,55 °F,46 °F,72 %,E,3 mph,0 mph,21.63 in,0.0 in,Fair,2020-02-15
95,6:00 AM,54 °F,46 °F,77 %,CALM,0 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-02-15
96,7:00 AM,55 °F,48 °F,77 %,CALM,0 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-02-15
97,8:00 AM,59 °F,48 °F,67 %,VAR,1 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-02-15
98,9:00 AM,61 °F,50 °F,68 %,NE,5 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-02-15
99,10:00 AM,68 °F,52 °F,56 %,NE,8 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-02-15
100,11:00 AM,66 °F,48 °F,52 %,VAR,3 mph,0 mph,21.67 in,0.0 in,Partly Cloudy,2020-02-15
101,12:00 PM,68 °F,50 °F,52 %,ENE,6 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-02-15
102,1:00 PM,72 °F,48 °F,43 %,ENE,6 mph,0 mph,21.60 in,0.0 in,Mostly Cloudy,2020-02-15
103,2:00 PM,73 °F,46 °F,38 %,VAR,5 mph,0 mph,21.58 in,0.0 in,Mostly Cloudy,2020-02-15
104,3:00 PM,73 °F,48 °F,41 %,NNE,7 mph,0 mph,21.54 in,0.0 in,Partly Cloudy,2020-02-15
105,4:00 PM,75 °F,46 °F,36 %,VAR,2 mph,0 mph,21.52 in,0.0 in,Partly Cloudy,2020-02-15
106,5:00 PM,73 °F,46 °F,38 %,N,8 mph,0 mph,21.52 in,0.0 in,Partly Cloudy,2020-02-15
107,6:00 PM,73 °F,46 °F,38 %,ENE,3 mph,0 mph,21.52 in,0.0 in,Partly Cloudy,2020-02-15
108,5:00 AM,55 °F,54 °F,94 %,CALM,0 mph,0 mph,21.63 in,0.0 in,Light Rain,2020-02-22
109,5:24 AM,54 °F,54 °F,100 %,CALM,0 mph,0 mph,21.65 in,0.0 in,Light Rain,2020-02-22
110,6:00 AM,54 °F,52 °F,94 %,NNE,3 mph,0 mph,21.65 in,0.0 in,Light Rain,2020-02-22
111,6:37 AM,54 °F,52 °F,94 %,NE,3 mph,0 mph,21.67 in,0.0 in,Light Rain,2020-02-22
112,7:00 AM,54 °F,52 °F,94 %,CALM,0 mph,0 mph,21.67 in,0.0 in,Light Rain,2020-02-22
113,8:00 AM,55 °F,54 °F,94 %,CALM,0 mph,0 mph,21.69 in,0.0 in,Light Rain,2020-02-22
114,9:00 AM,57 °F,54 °F,88 %,VAR,2 mph,0 mph,21.69 in,0.0 in,Patches of Fog,2020-02-22
115,10:00 AM,57 °F,54 °F,88 %,NNE,2 mph,0 mph,21.69 in,0.0 in,Patches of Fog,2020-02-22
116,11:00 AM,59 °F,57 °F,94 %,ENE,5 mph,0 mph,21.69 in,0.0 in,Patches of Fog,2020-02-22
117,12:00 PM,63 °F,55 °F,77 %,NE,7 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-02-22
118,1:00 PM,64 °F,52 °F,64 %,N,6 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-02-22
119,2:00 PM,64 °F,54 °F,68 %,VAR,3 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2020-02-22
120,3:00 PM,66 °F,50 °F,56 %,NE,7 mph,0 mph,21.60 in,0.0 in,Mostly Cloudy,2020-02-22
121,4:00 PM,66 °F,48 °F,52 %,N,6 mph,0 mph,21.58 in,0.0 in,Mostly Cloudy,2020-02-22
122,5:00 PM,64 °F,52 °F,64 %,ESE,9 mph,0 mph,21.58 in,0.0 in,Mostly Cloudy,2020-02-22
123,6:00 PM,64 °F,52 °F,64 %,E,6 mph,0 mph,21.60 in,0.0 in,Light Rain,2020-02-22
124,5:00 AM,57 °F,54 °F,88 %,ENE,3 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-02-29
125,6:00 AM,59 °F,52 °F,77 %,CALM,0 mph,0 mph,21.67 in,0.0 in,Showers in the Vicinity,2020-02-29
126,7:00 AM,59 °F,54 °F,82 %,VAR,2 mph,0 mph,21.69 in,0.0 in,Showers in the Vicinity,2020-02-29
127,8:00 AM,61 °F,52 °F,72 %,VAR,1 mph,0 mph,21.71 in,0.0 in,Showers in the Vicinity,2020-02-29
128,9:00 AM,64 °F,52 °F,64 %,VAR,2 mph,0 mph,21.71 in,0.0 in,Mostly Cloudy,2020-02-29
129,10:00 AM,68 °F,52 °F,56 %,ENE,8 mph,0 mph,21.71 in,0.0 in,Showers in the Vicinity,2020-02-29
130,11:00 AM,70 °F,52 °F,53 %,NE,8 mph,0 mph,21.69 in,0.0 in,Showers in the Vicinity,2020-02-29
131,12:00 PM,70 °F,50 °F,49 %,VAR,3 mph,0 mph,21.67 in,0.0 in,Showers in the Vicinity,2020-02-29
132,1:00 PM,64 °F,52 °F,64 %,N,9 mph,0 mph,21.65 in,0.0 in,Light Rain with Thunder,2020-02-29
133,2:00 PM,66 °F,50 °F,56 %,S,12 mph,0 mph,21.65 in,0.0 in,Thunder in the Vicinity,2020-02-29
134,3:00 PM,68 °F,50 °F,52 %,SE,7 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2020-02-29
135,4:00 PM,70 °F,48 °F,46 %,SSE,5 mph,0 mph,21.58 in,0.0 in,Mostly Cloudy,2020-02-29
136,5:00 PM,70 °F,46 °F,43 %,SSW,3 mph,0 mph,21.58 in,0.0 in,Partly Cloudy,2020-02-29
137,6:00 PM,68 °F,48 °F,49 %,N,3 mph,0 mph,21.58 in,0.0 in,Fair,2020-02-29
138,5:00 AM,57 °F,48 °F,72 %,NE,2 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2020-03-07
139,6:00 AM,55 °F,50 °F,82 %,CALM,0 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2020-03-07
140,7:00 AM,57 °F,50 °F,77 %,SE,1 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-03-07
141,8:00 AM,61 °F,50 °F,68 %,S,1 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-03-07
142,9:00 AM,63 °F,50 °F,63 %,ENE,5 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-03-07
143,10:00 AM,66 °F,52 °F,60 %,NE,7 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-03-07
144,11:00 AM,68 °F,48 °F,49 %,VAR,5 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-03-07
145,12:00 PM,70 °F,50 °F,49 %,ENE,8 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2020-03-07
146,1:00 PM,72 °F,50 °F,46 %,VAR,7 mph,0 mph,21.60 in,0.0 in,Mostly Cloudy,2020-03-07
147,2:00 PM,72 °F,48 °F,43 %,NE,15 mph,0 mph,21.56 in,0.0 in,Showers in the Vicinity,2020-03-07
148,3:00 PM,72 °F,46 °F,41 %,SW,6 mph,0 mph,21.54 in,0.0 in,Mostly Cloudy,2020-03-07
149,3:37 PM,70 °F,46 °F,43 %,WSW,12 mph,0 mph,21.54 in,0.0 in,Mostly Cloudy,2020-03-07
150,4:00 PM,70 °F,45 °F,40 %,WSW,12 mph,0 mph,21.54 in,0.0 in,Showers in the Vicinity,2020-03-07
151,5:00 PM,70 °F,45 °F,40 %,SW,9 mph,0 mph,21.54 in,0.0 in,Showers in the Vicinity,2020-03-07
152,6:00 PM,66 °F,48 °F,52 %,NE,9 mph,0 mph,21.56 in,0.0 in,Showers in the Vicinity,2020-03-07
153,5:00 AM,57 °F,50 °F,77 %,VAR,2 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-03-14
154,6:00 AM,57 °F,50 °F,77 %,VAR,1 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-03-14
155,7:00 AM,57 °F,52 °F,82 %,VAR,2 mph,0 mph,21.71 in,0.0 in,Mostly Cloudy,2020-03-14
156,8:00 AM,61 °F,48 °F,63 %,NE,3 mph,0 mph,21.71 in,0.0 in,Partly Cloudy,2020-03-14
157,9:00 AM,63 °F,46 °F,55 %,NNE,6 mph,0 mph,21.73 in,0.0 in,Partly Cloudy,2020-03-14
158,10:00 AM,66 °F,46 °F,49 %,VAR,6 mph,0 mph,21.71 in,0.0 in,Partly Cloudy,2020-03-14
159,11:00 AM,70 °F,46 °F,43 %,VAR,3 mph,0 mph,21.69 in,0.0 in,Partly Cloudy,2020-03-14
160,12:00 PM,72 °F,46 °F,41 %,VAR,6 mph,0 mph,21.67 in,0.0 in,Showers in the Vicinity,2020-03-14
161,1:00 PM,73 °F,46 °F,38 %,VAR,5 mph,0 mph,21.63 in,0.0 in,Showers in the Vicinity,2020-03-14
162,2:00 PM,72 °F,45 °F,38 %,N,7 mph,0 mph,21.60 in,0.0 in,Mostly Cloudy,2020-03-14
163,3:00 PM,75 °F,45 °F,34 %,VAR,5 mph,0 mph,21.58 in,0.0 in,Partly Cloudy,2020-03-14
164,4:02 PM,73 °F,45 °F,36 %,SE,17 mph,0 mph,21.56 in,0.0 in,Mostly Cloudy,2020-03-14
165,5:00 PM,70 °F,46 °F,43 %,SE,13 mph,0 mph,21.56 in,0.0 in,Mostly Cloudy,2020-03-14
166,6:00 PM,72 °F,45 °F,38 %,SE,6 mph,0 mph,21.58 in,0.0 in,Mostly Cloudy,2020-03-14
167,7:00 AM,54 °F,52 °F,94 %,VAR,2 mph,0 mph,21.63 in,0.0 in,Cloudy,2020-03-21
168,8:00 AM,55 °F,50 °F,82 %,VAR,2 mph,0 mph,21.63 in,0.0 in,Cloudy,2020-03-21
169,9:00 AM,57 °F,50 °F,77 %,VAR,2 mph,0 mph,21.65 in,0.0 in,Cloudy,2020-03-21
170,10:00 AM,59 °F,50 °F,72 %,VAR,3 mph,0 mph,21.63 in,0.0 in,Cloudy,2020-03-21
171,11:00 AM,63 °F,52 °F,68 %,VAR,3 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2020-03-21
172,12:00 PM,66 °F,48 °F,52 %,VAR,5 mph,0 mph,21.60 in,0.0 in,Mostly Cloudy,2020-03-21
173,1:00 PM,66 °F,48 °F,52 %,NE,7 mph,0 mph,21.56 in,0.0 in,Mostly Cloudy,2020-03-21
174,2:00 PM,70 °F,48 °F,46 %,VAR,3 mph,0 mph,21.52 in,0.0 in,Mostly Cloudy,2020-03-21
175,3:00 PM,72 °F,46 °F,41 %,SE,5 mph,0 mph,21.52 in,0.0 in,Showers in the Vicinity,2020-03-21
176,7:00 AM,57 °F,54 °F,88 %,CALM,0 mph,0 mph,21.58 in,0.0 in,Showers in the Vicinity,2020-03-28
177,8:00 AM,57 °F,54 °F,88 %,VAR,1 mph,0 mph,21.60 in,0.0 in,Showers in the Vicinity,2020-03-28
178,9:00 AM,57 °F,54 °F,88 %,NE,6 mph,0 mph,21.60 in,0.0 in,Light Drizzle,2020-03-28
179,10:00 AM,57 °F,54 °F,88 %,ESE,3 mph,0 mph,21.63 in,0.0 in,Light Rain,2020-03-28
180,11:00 AM,59 °F,54 °F,82 %,VAR,1 mph,0 mph,21.60 in,0.0 in,Cloudy,2020-03-28
181,12:00 PM,63 °F,54 °F,72 %,E,2 mph,0 mph,21.58 in,0.0 in,Cloudy,2020-03-28
182,1:00 PM,64 °F,52 °F,64 %,NNE,3 mph,0 mph,21.56 in,0.0 in,Showers in the Vicinity,2020-03-28
183,7:00 AM,55 °F,48 °F,77 %,CALM,0 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-04-04
184,8:00 AM,57 °F,48 °F,72 %,ENE,3 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-04-04
185,9:00 AM,61 °F,48 °F,63 %,VAR,2 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-04-04
186,10:00 AM,63 °F,50 °F,63 %,VAR,2 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-04-04
187,11:00 AM,66 °F,48 °F,52 %,VAR,3 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-04-04
188,12:00 PM,68 °F,48 °F,49 %,VAR,5 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-04-04
189,1:00 PM,72 °F,50 °F,46 %,NNW,7 mph,0 mph,21.63 in,0.0 in,Showers in the Vicinity,2020-04-04
190,7:00 AM,54 °F,39 °F,58 %,CALM,0 mph,0 mph,21.71 in,0.0 in,Fair,2020-04-11
191,8:00 AM,55 °F,41 °F,58 %,NE,2 mph,0 mph,21.71 in,0.0 in,Fair,2020-04-11
192,9:00 AM,57 °F,43 °F,59 %,VAR,2 mph,0 mph,21.71 in,0.0 in,Fair,2020-04-11
193,10:00 AM,61 °F,41 °F,48 %,VAR,5 mph,0 mph,21.71 in,0.0 in,Fair,2020-04-11
194,11:00 AM,66 °F,45 °F,46 %,NW,3 mph,0 mph,21.69 in,0.0 in,Fair,2020-04-11
195,12:00 PM,70 °F,39 °F,33 %,VAR,2 mph,0 mph,21.65 in,0.0 in,Fair,2020-04-11
196,1:00 PM,73 °F,41 °F,31 %,VAR,2 mph,0 mph,21.63 in,0.0 in,Fair,2020-04-11
197,7:00 AM,55 °F,45 °F,67 %,CALM,0 mph,0 mph,21.73 in,0.0 in,Partly Cloudy,2020-04-18
198,8:00 AM,59 °F,45 °F,59 %,E,6 mph,0 mph,21.73 in,0.0 in,Mostly Cloudy,2020-04-18
199,9:00 AM,63 °F,46 °F,55 %,VAR,5 mph,0 mph,21.73 in,0.0 in,Partly Cloudy,2020-04-18
200,10:00 AM,64 °F,45 °F,49 %,NNW,6 mph,0 mph,21.73 in,0.0 in,Partly Cloudy,2020-04-18
201,11:00 AM,68 °F,43 °F,40 %,NNW,8 mph,0 mph,21.71 in,0.0 in,Mostly Cloudy,2020-04-18
202,12:00 PM,66 °F,43 °F,43 %,NNE,7 mph,0 mph,21.69 in,0.0 in,Showers in the Vicinity,2020-04-18
203,1:00 PM,70 °F,43 °F,38 %,VAR,7 mph,0 mph,21.67 in,0.0 in,Showers in the Vicinity,2020-04-18
204,2:00 PM,70 °F,41 °F,35 %,E,10 mph,0 mph,21.65 in,0.0 in,Showers in the Vicinity,2020-04-18
205,7:00 AM,54 °F,52 °F,94 %,S,1 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-04-25
206,8:00 AM,59 °F,54 °F,82 %,VAR,1 mph,0 mph,21.67 in,0.0 in,Partly Cloudy,2020-04-25
207,9:00 AM,64 °F,52 °F,64 %,NE,6 mph,0 mph,21.67 in,0.0 in,Partly Cloudy,2020-04-25
208,10:00 AM,66 °F,48 °F,52 %,NNW,5 mph,0 mph,21.67 in,0.0 in,Partly Cloudy,2020-04-25
209,11:00 AM,68 °F,48 °F,49 %,ENE,7 mph,0 mph,21.67 in,0.0 in,Partly Cloudy,2020-04-25
210,12:00 PM,72 °F,46 °F,41 %,VAR,5 mph,0 mph,21.63 in,0.0 in,Fair,2020-04-25
211,1:00 PM,75 °F,45 °F,34 %,VAR,5 mph,0 mph,21.60 in,0.0 in,Fair,2020-04-25
212,6:00 PM,68 °F,45 °F,43 %,ESE,3 mph,0 mph,21.54 in,0.0 in,Partly Cloudy,2020-04-25
213,7:00 PM,68 °F,45 °F,43 %,SSE,5 mph,0 mph,21.56 in,0.0 in,Partly Cloudy,2020-04-25
214,8:00 PM,68 °F,45 °F,43 %,ESE,2 mph,0 mph,21.58 in,0.0 in,Fair,2020-04-25
215,9:00 PM,66 °F,45 °F,46 %,W,1 mph,0 mph,21.63 in,0.0 in,Partly Cloudy,2020-04-25
