,hora,temperatura,Punto de rocio,Humedad,viento,nudos de viento,Rafaga,Presion,Precipitacion,Condicion,fecha
59,4:02 PM,59 °F,52 °F,77 %,SSW,35 mph,48 mph,21.54 in,0.0 in,Heavy T-Storm / Windy,2020-01-04
60,5:00 PM,57 °F,50 °F,77 %,ENE,9 mph,0 mph,21.56 in,0.0 in,Light Rain with Thunder,2020-01-04
61,6:00 PM,59 °F,52 °F,77 %,SW,5 mph,0 mph,21.58 in,0.0 in,Light Drizzle,2020-01-04
62,5:00 AM,54 °F,52 °F,94 %,VAR,1 mph,0 mph,21.58 in,0.0 in,Partly Cloudy,2020-01-05
63,6:00 AM,54 °F,48 °F,82 %,SSW,2 mph,0 mph,21.60 in,0.0 in,Partly Cloudy,2020-01-05
64,7:00 AM,55 °F,48 °F,77 %,VAR,1 mph,0 mph,21.63 in,0.0 in,Partly Cloudy,2020-01-05
65,8:00 AM,57 °F,50 °F,77 %,NNE,3 mph,0 mph,21.65 in,0.0 in,Partly Cloudy,2020-01-05
66,9:00 AM,61 °F,52 °F,72 %,ESE,5 mph,0 mph,21.65 in,0.0 in,Partly Cloudy,2020-01-05
67,10:00 AM,64 °F,48 °F,56 %,VAR,2 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-01-05
68,11:00 AM,68 °F,34 °F,28 %,VAR,3 mph,0 mph,21.63 in,0.0 in,Partly Cloudy,2020-01-05
69,12:00 PM,68 °F,41 °F,37 %,N,3 mph,0 mph,21.58 in,0.0 in,Partly Cloudy,2020-01-05
70,1:00 PM,70 °F,43 °F,38 %,VAR,1 mph,0 mph,21.56 in,0.0 in,Mostly Cloudy,2020-01-05
71,2:00 PM,72 °F,45 °F,38 %,VAR,2 mph,0 mph,21.54 in,0.0 in,Mostly Cloudy,2020-01-05
72,3:00 PM,72 °F,45 °F,38 %,VAR,2 mph,0 mph,21.52 in,0.0 in,Cloudy,2020-01-05
73,4:00 PM,72 °F,46 °F,41 %,SSW,3 mph,0 mph,21.50 in,0.0 in,Mostly Cloudy,2020-01-05
74,5:00 PM,72 °F,45 °F,38 %,VAR,1 mph,0 mph,21.50 in,0.0 in,Mostly Cloudy,2020-01-05
75,5:22 PM,72 °F,43 °F,35 %,SW,13 mph,0 mph,21.50 in,0.0 in,Mostly Cloudy,2020-01-05
76,6:00 PM,70 °F,41 °F,35 %,SSW,14 mph,0 mph,21.50 in,0.0 in,Partly Cloudy,2020-01-05
77,5:00 AM,54 °F,43 °F,67 %,VAR,1 mph,0 mph,21.58 in,0.0 in,Fair,2020-01-06
78,6:00 AM,52 °F,41 °F,67 %,WNW,3 mph,0 mph,21.60 in,0.0 in,Fair,2020-01-06
79,7:00 AM,54 °F,41 °F,62 %,VAR,2 mph,0 mph,21.60 in,0.0 in,Fair,2020-01-06
80,8:00 AM,59 °F,43 °F,55 %,NNE,3 mph,0 mph,21.63 in,0.0 in,Fair,2020-01-06
81,9:00 AM,63 °F,43 °F,48 %,ENE,6 mph,0 mph,21.63 in,0.0 in,Fair,2020-01-06
82,10:00 AM,66 °F,41 °F,40 %,N,5 mph,0 mph,21.60 in,0.0 in,Fair,2020-01-06
83,11:00 AM,68 °F,41 °F,37 %,VAR,3 mph,0 mph,21.58 in,0.0 in,Fair,2020-01-06
84,12:00 PM,70 °F,39 °F,33 %,NNE,7 mph,0 mph,21.56 in,0.0 in,Fair,2020-01-06
85,1:00 PM,72 °F,36 °F,27 %,NNW,3 mph,0 mph,21.54 in,0.0 in,Fair,2020-01-06
86,2:00 PM,73 °F,36 °F,25 %,VAR,3 mph,0 mph,21.52 in,0.0 in,Fair,2020-01-06
87,3:00 PM,75 °F,39 °F,27 %,VAR,5 mph,0 mph,21.48 in,0.0 in,Fair,2020-01-06
88,4:00 PM,77 °F,41 °F,28 %,CALM,0 mph,0 mph,21.46 in,0.0 in,Fair,2020-01-06
89,5:00 PM,75 °F,43 °F,31 %,VAR,1 mph,0 mph,21.46 in,0.0 in,Fair,2020-01-06
90,6:00 PM,72 °F,41 °F,33 %,NW,3 mph,0 mph,21.46 in,0.0 in,Fair,2020-01-06
91,5:00 AM,55 °F,43 °F,63 %,NNE,5 mph,0 mph,21.58 in,0.0 in,Mostly Cloudy,2020-01-07
92,6:00 AM,55 °F,43 °F,63 %,VAR,1 mph,0 mph,21.60 in,0.0 in,Partly Cloudy,2020-01-07
93,7:00 AM,61 °F,43 °F,52 %,VAR,2 mph,0 mph,21.60 in,0.0 in,Fair,2020-01-07
94,8:00 AM,63 °F,45 °F,52 %,VAR,2 mph,0 mph,21.63 in,0.0 in,Partly Cloudy,2020-01-07
95,9:00 AM,66 °F,45 °F,46 %,VAR,3 mph,0 mph,21.63 in,0.0 in,Fair,2020-01-07
96,10:00 AM,68 °F,45 °F,43 %,VAR,2 mph,0 mph,21.60 in,0.0 in,Fair,2020-01-07
97,11:00 AM,70 °F,45 °F,40 %,NNW,5 mph,0 mph,21.58 in,0.0 in,Fair,2020-01-07
98,12:00 PM,72 °F,46 °F,41 %,VAR,5 mph,0 mph,21.56 in,0.0 in,Fair,2020-01-07
99,1:00 PM,73 °F,39 °F,29 %,VAR,5 mph,0 mph,21.54 in,0.0 in,Fair,2020-01-07
100,2:00 PM,75 °F,34 °F,22 %,VAR,3 mph,0 mph,21.52 in,0.0 in,Fair,2020-01-07
101,3:00 PM,79 °F,37 °F,23 %,VAR,2 mph,0 mph,21.50 in,0.0 in,Fair,2020-01-07
102,4:00 PM,77 °F,37 °F,24 %,VAR,3 mph,0 mph,21.48 in,0.0 in,Fair,2020-01-07
103,5:00 PM,77 °F,43 °F,29 %,E,9 mph,0 mph,21.48 in,0.0 in,Fair,2020-01-07
104,6:00 PM,73 °F,45 °F,36 %,ENE,6 mph,0 mph,21.50 in,0.0 in,Fair,2020-01-07
105,5:00 AM,55 °F,34 °F,44 %,VAR,2 mph,0 mph,21.60 in,0.0 in,Fair,2020-01-08
106,6:00 AM,55 °F,32 °F,41 %,VAR,2 mph,0 mph,21.63 in,0.0 in,Fair,2020-01-08
107,7:00 AM,61 °F,36 °F,39 %,VAR,1 mph,0 mph,21.65 in,0.0 in,Partly Cloudy,2020-01-08
108,8:00 AM,63 °F,36 °F,37 %,VAR,1 mph,0 mph,21.65 in,0.0 in,Partly Cloudy,2020-01-08
109,9:00 AM,66 °F,39 °F,37 %,NE,5 mph,0 mph,21.65 in,0.0 in,Fair,2020-01-08
110,10:00 AM,68 °F,43 °F,40 %,VAR,6 mph,0 mph,21.63 in,0.0 in,Fair,2020-01-08
111,11:00 AM,72 °F,43 °F,35 %,VAR,3 mph,0 mph,21.60 in,0.0 in,Fair,2020-01-08
112,12:00 PM,75 °F,39 °F,27 %,VAR,3 mph,0 mph,21.58 in,0.0 in,Fair,2020-01-08
113,1:00 PM,77 °F,37 °F,24 %,N,5 mph,0 mph,21.56 in,0.0 in,Fair,2020-01-08
114,1:34 PM,77 °F,41 °F,28 %,ENE,12 mph,0 mph,21.54 in,0.0 in,Fair,2020-01-08
115,2:00 PM,79 °F,43 °F,28 %,NE,13 mph,0 mph,21.52 in,0.0 in,Fair,2020-01-08
116,3:00 PM,77 °F,41 °F,28 %,VAR,6 mph,0 mph,21.50 in,0.0 in,Fair,2020-01-08
117,3:19 PM,75 °F,41 °F,29 %,ESE,14 mph,0 mph,21.50 in,0.0 in,Partly Cloudy,2020-01-08
118,3:42 PM,73 °F,37 °F,27 %,S,17 mph,35 mph,21.50 in,0.0 in,Squalls,2020-01-08
119,4:00 PM,77 °F,43 °F,29 %,ESE,14 mph,0 mph,21.50 in,0.0 in,Partly Cloudy,2020-01-08
120,4:42 PM,73 °F,37 °F,27 %,S,17 mph,35 mph,21.50 in,0.0 in,Squalls,2020-01-08
121,5:00 PM,70 °F,36 °F,28 %,SSW,28 mph,43 mph,21.48 in,0.0 in,Thunder / Windy,2020-01-08
122,6:00 PM,66 °F,41 °F,40 %,NNE,14 mph,0 mph,21.54 in,0.0 in,Showers in the Vicinity,2020-01-08
123,5:00 AM,54 °F,39 °F,58 %,SE,3 mph,0 mph,21.63 in,0.0 in,Fair,2020-01-09
124,6:00 AM,52 °F,39 °F,62 %,CALM,0 mph,0 mph,21.63 in,0.0 in,Fair,2020-01-09
125,7:00 AM,57 °F,43 °F,59 %,VAR,1 mph,0 mph,21.65 in,0.0 in,Fair,2020-01-09
126,8:00 AM,59 °F,41 °F,51 %,ENE,3 mph,0 mph,21.67 in,0.0 in,Fair,2020-01-09
127,9:00 AM,63 °F,43 °F,48 %,VAR,3 mph,0 mph,21.67 in,0.0 in,Fair,2020-01-09
128,10:00 AM,66 °F,45 °F,46 %,VAR,3 mph,0 mph,21.67 in,0.0 in,Partly Cloudy,2020-01-09
129,11:00 AM,68 °F,45 °F,43 %,VAR,5 mph,0 mph,21.65 in,0.0 in,Fair,2020-01-09
130,12:00 PM,72 °F,46 °F,41 %,VAR,5 mph,18 mph,21.63 in,0.0 in,Fair,2020-01-09
131,1:00 PM,72 °F,43 °F,35 %,NW,7 mph,0 mph,21.60 in,0.0 in,Partly Cloudy,2020-01-09
132,2:00 PM,72 °F,43 °F,35 %,ENE,6 mph,0 mph,21.56 in,0.0 in,Fair,2020-01-09
133,3:00 PM,77 °F,45 °F,32 %,VAR,5 mph,0 mph,21.54 in,0.0 in,Partly Cloudy,2020-01-09
134,4:00 PM,75 °F,45 °F,34 %,VAR,3 mph,0 mph,21.52 in,0.0 in,Partly Cloudy,2020-01-09
135,5:00 PM,73 °F,45 °F,36 %,NNE,13 mph,0 mph,21.52 in,0.0 in,Partly Cloudy,2020-01-09
136,6:00 PM,72 °F,45 °F,38 %,ENE,8 mph,0 mph,21.54 in,0.0 in,Partly Cloudy,2020-01-09
137,5:00 AM,57 °F,43 °F,59 %,NE,3 mph,0 mph,21.60 in,0.0 in,Mostly Cloudy,2020-01-10
138,6:00 AM,55 °F,43 °F,63 %,CALM,0 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2020-01-10
139,7:00 AM,57 °F,45 °F,63 %,NNE,6 mph,0 mph,21.65 in,0.0 in,Fair,2020-01-10
140,8:00 AM,63 °F,46 °F,55 %,ENE,6 mph,0 mph,21.65 in,0.0 in,Fair,2020-01-10
141,9:00 AM,64 °F,45 °F,49 %,ENE,6 mph,0 mph,21.65 in,0.0 in,Fair,2020-01-10
142,10:00 AM,66 °F,43 °F,43 %,VAR,5 mph,0 mph,21.65 in,0.0 in,Fair,2020-01-10
143,11:00 AM,70 °F,43 °F,38 %,VAR,3 mph,0 mph,21.63 in,0.0 in,Partly Cloudy,2020-01-10
144,12:00 PM,72 °F,43 °F,35 %,NNW,7 mph,0 mph,21.60 in,0.0 in,Mostly Cloudy,2020-01-10
145,1:00 PM,75 °F,43 °F,31 %,NNW,5 mph,0 mph,21.58 in,0.0 in,Partly Cloudy,2020-01-10
146,2:00 PM,75 °F,43 °F,31 %,N,8 mph,0 mph,21.56 in,0.0 in,Partly Cloudy,2020-01-10
147,3:00 PM,75 °F,39 °F,27 %,NE,8 mph,0 mph,21.54 in,0.0 in,Partly Cloudy,2020-01-10
148,4:00 PM,75 °F,39 °F,27 %,WNW,8 mph,0 mph,21.50 in,0.0 in,Partly Cloudy,2020-01-10
149,4:13 PM,77 °F,43 °F,29 %,WNW,6 mph,0 mph,21.50 in,0.0 in,Light Rain with Thunder,2020-01-10
150,4:17 PM,75 °F,45 °F,34 %,VAR,3 mph,0 mph,21.50 in,0.0 in,Heavy T-Storm,2020-01-10
151,5:00 PM,68 °F,45 °F,43 %,W,6 mph,0 mph,21.52 in,0.0 in,T-Storm,2020-01-10
152,6:00 PM,70 °F,46 °F,43 %,VAR,6 mph,0 mph,21.52 in,0.0 in,Mostly Cloudy,2020-01-10
153,5:00 AM,57 °F,43 °F,59 %,VAR,3 mph,0 mph,21.60 in,0.0 in,Mostly Cloudy,2020-01-11
154,6:00 AM,55 °F,43 °F,63 %,CALM,0 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2020-01-11
155,7:00 AM,59 °F,45 °F,59 %,VAR,2 mph,0 mph,21.65 in,0.0 in,Fair,2020-01-11
156,8:00 AM,61 °F,46 °F,59 %,NE,7 mph,0 mph,21.65 in,0.0 in,Fair,2020-01-11
157,9:00 AM,64 °F,43 °F,45 %,VAR,3 mph,0 mph,21.65 in,0.0 in,Fair,2020-01-11
158,10:00 AM,70 °F,46 °F,43 %,VAR,3 mph,15 mph,21.63 in,0.0 in,Fair,2020-01-11
159,11:00 AM,72 °F,45 °F,38 %,VAR,3 mph,0 mph,21.60 in,0.0 in,Fair,2020-01-11
160,12:00 PM,72 °F,41 °F,33 %,NE,9 mph,0 mph,21.60 in,0.0 in,Showers in the Vicinity,2020-01-11
161,12:19 PM,70 °F,45 °F,40 %,NNE,13 mph,24 mph,21.60 in,0.0 in,Showers in the Vicinity,2020-01-11
162,1:00 PM,72 °F,41 °F,33 %,E,10 mph,0 mph,21.58 in,0.0 in,Fair,2020-01-11
163,1:40 PM,75 °F,41 °F,29 %,SE,14 mph,0 mph,21.56 in,0.0 in,Fair,2020-01-11
164,2:00 PM,75 °F,39 °F,27 %,SE,15 mph,26 mph,21.56 in,0.0 in,Fair,2020-01-11
165,3:00 PM,75 °F,39 °F,27 %,VAR,7 mph,18 mph,21.54 in,0.0 in,Partly Cloudy,2020-01-11
166,3:31 PM,73 °F,39 °F,29 %,ENE,8 mph,0 mph,21.54 in,0.0 in,Thunder,2020-01-11
167,4:00 PM,66 °F,45 °F,46 %,NNE,17 mph,38 mph,21.54 in,0.0 in,Thunder,2020-01-11
168,5:00 PM,59 °F,46 °F,63 %,NW,10 mph,0 mph,21.58 in,0.0 in,Light Drizzle,2020-01-11
169,6:00 PM,61 °F,46 °F,59 %,E,5 mph,0 mph,21.60 in,0.0 in,Showers in the Vicinity,2020-01-11
170,5:00 AM,52 °F,45 °F,76 %,ENE,3 mph,0 mph,21.65 in,0.0 in,Fair,2020-01-12
171,6:00 AM,52 °F,45 °F,76 %,CALM,0 mph,0 mph,21.67 in,0.0 in,Fair,2020-01-12
172,7:00 AM,55 °F,43 °F,63 %,VAR,1 mph,0 mph,21.67 in,0.0 in,Fair,2020-01-12
173,8:00 AM,59 °F,45 °F,59 %,VAR,2 mph,0 mph,21.69 in,0.0 in,Fair,2020-01-12
174,9:00 AM,63 °F,46 °F,55 %,VAR,6 mph,0 mph,21.69 in,0.0 in,Fair,2020-01-12
175,10:00 AM,64 °F,45 °F,49 %,VAR,3 mph,0 mph,21.67 in,0.0 in,Fair,2020-01-12
176,11:00 AM,70 °F,48 °F,46 %,VAR,5 mph,0 mph,21.65 in,0.0 in,Fair,2020-01-12
177,12:00 PM,72 °F,45 °F,38 %,N,8 mph,0 mph,21.63 in,0.0 in,Fair,2020-01-12
178,1:00 PM,75 °F,45 °F,34 %,VAR,6 mph,0 mph,21.60 in,0.0 in,Partly Cloudy,2020-01-12
179,2:00 PM,75 °F,45 °F,34 %,VAR,3 mph,0 mph,21.56 in,0.0 in,Partly Cloudy,2020-01-12
180,3:00 PM,75 °F,46 °F,36 %,NNE,7 mph,0 mph,21.54 in,0.0 in,Partly Cloudy,2020-01-12
181,3:29 PM,75 °F,43 °F,31 %,NW,12 mph,0 mph,21.52 in,0.0 in,Mostly Cloudy,2020-01-12
182,4:00 PM,77 °F,37 °F,24 %,NE,14 mph,0 mph,21.52 in,0.0 in,Partly Cloudy,2020-01-12
183,5:00 PM,73 °F,41 °F,31 %,NNE,7 mph,0 mph,21.52 in,0.0 in,Partly Cloudy,2020-01-12
184,6:00 PM,73 °F,41 °F,31 %,NNE,9 mph,0 mph,21.52 in,0.0 in,Partly Cloudy,2020-01-12
185,5:00 AM,57 °F,45 °F,63 %,VAR,2 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2020-01-13
186,6:00 AM,55 °F,43 °F,63 %,CALM,0 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2020-01-13
187,7:00 AM,61 °F,45 °F,55 %,CALM,0 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-01-13
188,8:00 AM,61 °F,45 °F,55 %,N,5 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-01-13
189,9:00 AM,64 °F,45 °F,49 %,N,6 mph,0 mph,21.65 in,0.0 in,Partly Cloudy,2020-01-13
190,10:00 AM,68 °F,46 °F,46 %,NNW,12 mph,0 mph,21.65 in,0.0 in,Showers in the Vicinity,2020-01-13
191,11:00 AM,64 °F,46 °F,52 %,NNW,8 mph,0 mph,21.65 in,0.0 in,Showers in the Vicinity,2020-01-13
192,12:00 PM,64 °F,46 °F,52 %,NW,7 mph,0 mph,21.63 in,0.0 in,Showers in the Vicinity,2020-01-13
193,1:00 PM,70 °F,45 °F,40 %,VAR,5 mph,0 mph,21.60 in,0.0 in,Partly Cloudy,2020-01-13
194,2:00 PM,73 °F,45 °F,36 %,VAR,2 mph,0 mph,21.56 in,0.0 in,Fair,2020-01-13
195,3:00 PM,75 °F,45 °F,34 %,VAR,5 mph,0 mph,21.54 in,0.0 in,Showers in the Vicinity,2020-01-13
196,4:00 PM,75 °F,43 °F,31 %,VAR,5 mph,0 mph,21.52 in,0.0 in,Partly Cloudy,2020-01-13
197,5:00 PM,75 °F,45 °F,34 %,WSW,3 mph,0 mph,21.50 in,0.0 in,Partly Cloudy,2020-01-13
198,6:00 PM,73 °F,45 °F,36 %,VAR,5 mph,0 mph,21.50 in,0.0 in,Mostly Cloudy,2020-01-13
199,5:00 AM,59 °F,48 °F,67 %,VAR,2 mph,0 mph,21.60 in,0.0 in,Mostly Cloudy,2020-01-14
200,6:00 AM,57 °F,48 °F,72 %,NE,5 mph,0 mph,21.60 in,0.0 in,Cloudy,2020-01-14
201,7:00 AM,59 °F,48 °F,67 %,VAR,1 mph,0 mph,21.63 in,0.0 in,Showers in the Vicinity,2020-01-14
202,8:00 AM,59 °F,52 °F,77 %,E,5 mph,0 mph,21.65 in,0.0 in,Showers in the Vicinity,2020-01-14
203,9:00 AM,61 °F,50 °F,68 %,E,3 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-01-14
204,10:00 AM,59 °F,50 °F,72 %,NE,7 mph,0 mph,21.65 in,0.0 in,Drizzle,2020-01-14
205,11:00 AM,63 °F,50 °F,63 %,NE,5 mph,0 mph,21.63 in,0.0 in,Showers in the Vicinity,2020-01-14
206,12:00 PM,66 °F,46 °F,49 %,NE,5 mph,0 mph,21.60 in,0.0 in,Showers in the Vicinity,2020-01-14
207,1:00 PM,66 °F,39 °F,37 %,NNE,7 mph,0 mph,21.60 in,0.0 in,Showers in the Vicinity,2020-01-14
208,2:00 PM,64 °F,48 °F,56 %,NE,6 mph,0 mph,21.58 in,0.0 in,Light Drizzle,2020-01-14
209,3:00 PM,66 °F,46 °F,49 %,VAR,3 mph,0 mph,21.56 in,0.0 in,Showers in the Vicinity,2020-01-14
210,4:00 PM,66 °F,48 °F,52 %,ESE,8 mph,0 mph,21.54 in,0.0 in,Cloudy,2020-01-14
211,5:00 PM,66 °F,46 °F,49 %,VAR,1 mph,0 mph,21.52 in,0.0 in,Mostly Cloudy,2020-01-14
212,6:00 PM,66 °F,46 °F,49 %,NW,5 mph,0 mph,21.52 in,0.0 in,Mostly Cloudy,2020-01-14
213,5:00 AM,55 °F,48 °F,77 %,VAR,1 mph,0 mph,21.60 in,0.0 in,Mostly Cloudy,2020-01-15
214,6:00 AM,55 °F,48 °F,77 %,SE,3 mph,0 mph,21.60 in,0.0 in,Showers in the Vicinity,2020-01-15
215,7:00 AM,54 °F,48 °F,82 %,ENE,5 mph,0 mph,21.65 in,0.0 in,Showers in the Vicinity,2020-01-15
216,7:12 AM,55 °F,48 °F,77 %,E,3 mph,0 mph,21.65 in,0.0 in,Rain,2020-01-15
217,8:00 AM,55 °F,50 °F,82 %,VAR,1 mph,0 mph,21.67 in,0.0 in,Drizzle,2020-01-15
218,9:00 AM,54 °F,50 °F,88 %,N,5 mph,0 mph,21.69 in,0.0 in,Light Rain,2020-01-15
219,9:25 AM,54 °F,50 °F,88 %,N,5 mph,0 mph,21.69 in,0.0 in,Rain,2020-01-15
