fecha,IdProducto,mozo,cantidad,Hora
17/10/2021,35,mary,1,
17/10/2021,1,mary,1,
17/10/2021,9,mary,3,
17/10/2021,51,mary,1,
17/10/2021,33,mary,1,
17/10/2021,7,mary,1,
17/10/2021,11,mary,2,
17/10/2021,26,cris,1,
17/10/2021,1,cris,5,
17/10/2021,8,cris,1,
17/10/2021,35,cris,5,
17/10/2021,48,cris,3,
17/10/2021,32,cris,1,
17/10/2021,29,cris,7,
17/10/2021,7,cris,2,
17/10/2021,44,cris,3,
17/10/2021,9,cris,3,
17/10/2021,27,cris,1,
17/10/2021,25,cris,1,
17/10/2021,29,zulma,24,
17/10/2021,47,zulma,3,
17/10/2021,7,zulma,6,
17/10/2021,52,zulma,3,
17/10/2021,44,zulma,3,
17/10/2021,35,zulma,2,
17/10/2021,31,zulma,3,
17/10/2021,42,zulma,4,
17/10/2021,48,zulma,4,
17/10/2021,1,zulma,6,
17/10/2021,8,zulma,1,
17/10/2021,16,zulma,1,
23/10/2021,29,zulma,4,12:00
23/10/2021,51,zulma,5,12:00
23/10/2021,52,zulma,2,12:00
23/10/2021,51,zulma,8,2:00
23/10/2021,9,zulma,1,2:00
23/10/2021,29,zulma,6,2:00
23/10/2021,11,zulma,1,2:00
23/10/2021,1,zulma,1,2:00
23/10/2021,48,zulma,1,2:00
23/10/2021,7,zulma,3,2:00
23/10/2021,44,zulma,1,5:00
23/10/2021,35,zulma,1,5:00
23/10/2021,51,zulma,10,5:00
23/10/2021,29,zulma,3,5:00
23/10/2021,1,zulma,1,5:00
23/10/2021,42,zulma,1,5:00
23/10/2021,7,zulma,2,5:00
23/10/2021,48,zulma,1,5:00
23/10/2021,8,zulma,1,5:00
23/10/2021,16,zulma,1,5:00
23/10/2021,37,zulma,1,5:00
23/10/2021,1,maria,1,12:00
23/10/2021,29,maria,2,12:00
23/10/2021,44,maria,1,12:00
23/10/2021,51,maria,1,12:00
23/10/2021,58,maria,1,12:00
23/10/2021,29,maria,4,2:00
23/10/2021,51,maria,2,2:00
23/10/2021,11,maria,1,2:00
23/10/2021,9,maria,2,2:00
23/10/2021,1,maria,2,2:00
23/10/2021,5,maria,2,2:00
23/10/2021,35,maria,1,2:00
23/10/2021,1,maria,2,5:00
23/10/2021,52,maria,1,5:00
23/10/2021,29,maria,4,5:00
23/10/2021,44,maria,1,5:00
23/10/2021,51,maria,2,5:00
23/10/2021,29,noemi,3,12:00
23/10/2021,35,noemi,1,12:00
23/10/2021,52,noemi,2,12:00
23/10/2021,8,noemi,1,12:00
23/10/2021,37,noemi,1,2:00
23/10/2021,44,noemi,1,2:00
23/10/2021,25,noemi,3,2:00
23/10/2021,29,noemi,5,2:00
23/10/2021,1,noemi,6,2:00
23/10/2021,2,noemi,4,2:00
23/10/2021,36,noemi,1,2:00
23/10/2021,3,noemi,1,2:00
23/10/2021,42,noemi,1,2:00
23/10/2021,30,noemi,1,2:00
23/10/2021,7,noemi,2,2:00
23/10/2021,47,noemi,1,2:00
23/10/2021,56,noemi,1,2:00
23/10/2021,35,noemi,1,2:00
23/10/2021,48,noemi,2,2:00
23/10/2021,44,noemi,1,5:00
23/10/2021,47,noemi,2,5:00
23/10/2021,7,noemi,1,5:00
23/10/2021,29,noemi,1,5:00
23/10/2021,48,noemi,13,5:00
23/10/2021,51,noemi,4,5:00
23/10/2021,56,noemi,3,5:00
24/10/2021,48,zulma,6,12:00
24/10/2021,35,zulma,1,12:00
24/10/2021,29,zulma,3,12:00
24/10/2021,9,zulma,5,12:00
24/10/2021,51,zulma,3,12:00
24/10/2021,27,zulma,1,12:00
24/10/2021,5,zulma,1,12:00
24/10/2021,1,zulma,1,12:00
24/10/2021,42,zulma,1,12:00
24/10/2021,30,zulma,3,12:00
24/10/2021,44,zulma,4,12:00
24/10/2021,19,zulma,1,12:00
24/10/2021,52,zulma,1,12:00
24/10/2021,52,zulma,1,2:00
24/10/2021,51,zulma,2,2:00
24/10/2021,35,zulma,4,2:00
24/10/2021,48,zulma,4,2:00
24/10/2021,29,zulma,4,2:00
24/10/2021,44,zulma,3,2:00
24/10/2021,9,zulma,3,2:00
24/10/2021,7,zulma,1,2:00
24/10/2021,27,zulma,1,2:00
24/10/2021,1,zulma,3,2:00
24/10/2021,42,zulma,1,2:00
24/10/2021,29,zulma,6,5:00
24/10/2021,9,zulma,5,5:00
24/10/2021,52,zulma,2,5:00
24/10/2021,48,zulma,4,5:00
24/10/2021,8,zulma,1,5:00
24/10/2021,1,zulma,3,5:00
24/10/2021,55,zulma,1,5:00
24/10/2021,47,zulma,2,5:00
24/10/2021,51,zulma,2,5:00
24/10/2021,9,mary,1,12:00
24/10/2021,1,mary,4,12:00
24/10/2021,44,mary,1,12:00
24/10/2021,17,mary,2,12:00
24/10/2021,29,mary,3,12:00
24/10/2021,42,mary,1,12:00
24/10/2021,9,mary,2,2:00
24/10/2021,27,mary,1,2:00
24/10/2021,52,mary,2,2:00
24/10/2021,29,mary,25,2:00
24/10/2021,1,mary,6,2:00
24/10/2021,44,mary,3,2:00
24/10/2021,42,mary,3,2:00
24/10/2021,25,mary,2,2:00
24/10/2021,57,mary,1,2:00
24/10/2021,8,mary,1,2:00
24/10/2021,35,mary,1,2:00
24/10/2021,51,mary,3,5:00
24/10/2021,42,mary,4,5:00
24/10/2021,48,mary,6,5:00
24/10/2021,56,mary,3,5:00
24/10/2021,35,mary,4,5:00
24/10/2021,29,mary,12,5:00
24/10/2021,41,mary,2,5:00
24/10/2021,47,mary,5,5:00
24/10/2021,52,mary,2,5:00
24/10/2021,7,mary,2,5:00
24/10/2021,1,mary,2,5:00
24/10/2021,11,mary,1,5:00
24/10/2021,9,mary,1,5:00
24/10/2021,8,noemi,3,12:00
24/10/2021,25,noemi,2,12:00
24/10/2021,2,noemi,2,12:00
24/10/2021,5,noemi,3,12:00
24/10/2021,28,noemi,1,12:00
24/10/2021,54,noemi,1,12:00
24/10/2021,48,noemi,3,2:00
24/10/2021,44,noemi,3,2:00
24/10/2021,47,noemi,1,2:00
24/10/2021,52,noemi,1,2:00
24/10/2021,34,noemi,1,2:00
24/10/2021,8,noemi,2,2:00
24/10/2021,9,noemi,3,2:00
24/10/2021,30,noemi,2,2:00
24/10/2021,1,noemi,3,2:00
24/10/2021,29,noemi,8,2:00
24/10/2021,54,noemi,1,2:00
24/10/2021,36,noemi,1,2:00
24/10/2021,42,noemi,2,5:00
24/10/2021,47,noemi,3,5:00
24/10/2021,35,noemi,2,5:00
24/10/2021,29,noemi,2,5:00
24/10/2021,55,noemi,1,5:00
24/10/2021,9,noemi,2,5:00
24/10/2021,31,noemi,2,5:00
24/10/2021,11,noemi,4,5:00
24/10/2021,7,noemi,1,5:00
24/10/2021,5,noemi,1,5:00
24/10/2021,1,noemi,3,5:00
24/10/2021,48,noemi,2,5:00
24/10/2021,51,noemi,4,5:00
30/10/2021,29,tefa,2,12:00
30/10/2021,44,tefa,1,12:00
30/10/2021,48,tefa,3,12:00
30/10/2021,56,tefa,1,2:00
30/10/2021,47,tefa,4,2:00
30/10/2021,29,tefa,5,2:00
30/10/2021,44,tefa,1,2:00
30/10/2021,1,tefa,1,2:00
30/10/2021,7,tefa,1,2:00
30/10/2021,29,tefa,10,5:00
30/10/2021,48,tefa,2,5:00
30/10/2021,47,tefa,1,5:00
30/10/2021,7,tefa,3,5:00
30/10/2021,9,tefa,2,5:00
30/10/2021,37,tefa,1,5:00
30/10/2021,1,tefa,3,5:00
30/10/2021,3,tefa,1,5:00
30/10/2021,55,noemi,1,12:00
30/10/2021,29,noemi,2,12:00
30/10/2021,33,noemi,1,12:00
30/10/2021,25,noemi,1,12:00
30/10/2021,9,noemi,1,12:00
30/10/2021,9,noemi,3,2:00
30/10/2021,11,noemi,1,2:00
30/10/2021,29,noemi,5,2:00
30/10/2021,44,noemi,2,2:00
30/10/2021,29,noemi,4,5:00
30/10/2021,48,noemi,1,5:00
30/10/2021,7,noemi,3,5:00
30/10/2021,9,noemi,1,5:00
30/10/2021,25,noemi,1,5:00
30/10/2021,5,noemi,2,5:00
30/10/2021,44,noemi,3,5:00
30/10/2021,34,noemi,1,5:00
31/10/2021,52,susan,1,12:00
31/10/2021,11,susan,1,12:00
31/10/2021,30,susan,2,12:00
31/10/2021,48,susan,1,12:00
31/10/2021,29,susan,1,12:00
31/10/2021,1,susan,1,2:00
31/10/2021,42,susan,2,2:00
31/10/2021,29,susan,10,2:00
31/10/2021,54,susan,1,2:00
31/10/2021,48,susan,1,2:00
31/10/2021,35,susan,1,2:00
31/10/2021,27,susan,1,2:00
31/10/2021,1,susan,6,5:00
31/10/2021,29,susan,6,5:00
31/10/2021,44,susan,2,5:00
31/10/2021,42,susan,1,5:00
31/10/2021,48,susan,6,5:00
31/10/2021,35,susan,1,5:00
31/10/2021,29,kata,5,12:00
31/10/2021,25,kata,1,12:00
31/10/2021,44,kata,1,12:00
31/10/2021,1,kata,4,2:00
31/10/2021,11,kata,1,2:00
31/10/2021,27,kata,1,2:00
31/10/2021,42,kata,1,2:00
31/10/2021,29,kata,8,2:00
31/10/2021,9,kata,3,2:00
31/10/2021,35,kata,1,2:00
31/10/2021,48,kata,2,2:00
31/10/2021,44,kata,1,2:00
31/10/2021,30,kata,3,2:00
31/10/2021,7,kata,3,2:00
31/10/2021,9,kata,6,5:00
31/10/2021,11,kata,2,5:00
31/10/2021,44,kata,2,5:00
31/10/2021,35,kata,1,5:00
31/10/2021,29,kata,22,5:00
31/10/2021,48,kata,7,5:00
31/10/2021,52,kata,3,5:00
31/10/2021,7,kata,8,5:00
31/10/2021,56,kata,1,5:00
31/10/2021,29,zulma,4,12:00
31/10/2021,5,zulma,1,12:00
31/10/2021,56,zulma,1,12:00
31/10/2021,11,zulma,1,12:00
31/10/2021,47,zulma,2,2:00
31/10/2021,1,zulma,5,2:00
31/10/2021,29,zulma,13,2:00
31/10/2021,51,zulma,6,2:00
31/10/2021,7,zulma,3,2:00
31/10/2021,30,zulma,1,2:00
31/10/2021,27,zulma,1,2:00
31/10/2021,44,zulma,4,2:00
31/10/2021,29,zulma,16,5:00
31/10/2021,7,zulma,5,5:00
31/10/2021,9,zulma,2,5:00
31/10/2021,52,zulma,1,5:00
31/10/2021,19,zulma,2,5:00
31/10/2021,25,zulma,1,5:00
31/10/2021,44,zulma,3,5:00
31/10/2021,1,zulma,4,5:00
31/10/2021,11,zulma,1,5:00
31/10/2021,48,zulma,6,5:00
31/10/2021,56,zulma,2,5:00
31/10/2021,51,zulma,2,5:00
6/11/2021,9,zulma,2,12:00
6/11/2021,29,zulma,2,12:00
6/11/2021,7,zulma,1,12:00
6/11/2021,42,zulma,2,12:00
6/11/2021,27,zulma,1,12:00
6/11/2021,2,zulma,1,2:00
6/11/2021,51,zulma,1,2:00
6/11/2021,8,zulma,2,2:00
6/11/2021,29,zulma,5,2:00
6/11/2021,1,zulma,1,2:00
6/11/2021,44,zulma,3,2:00
6/11/2021,33,zulma,1,2:00
6/11/2021,19,zulma,1,2:00
6/11/2021,29,zulma,12,5:00
6/11/2021,44,zulma,3,5:00
6/11/2021,52,zulma,2,5:00
6/11/2021,9,zulma,4,5:00
6/11/2021,27,zulma,1,5:00
6/11/2021,51,zulma,9,5:00
6/11/2021,56,zulma,2,5:00
6/11/2021,33,zulma,1,5:00
6/11/2021,1,zulma,1,5:00
6/11/2021,11,zulma,1,5:00
6/11/2021,51,mary,2,12:00
6/11/2021,7,mary,1,12:00
6/11/2021,29,mary,1,12:00
6/11/2021,44,mary,1,12:00
6/11/2021,29,mary,6,2:00
6/11/2021,9,mary,1,2:00
6/11/2021,42,mary,3,2:00
6/11/2021,1,mary,3,2:00
6/11/2021,2,mary,1,2:00
6/11/2021,29,mary,10,5:00
6/11/2021,12,mary,1,5:00
6/11/2021,43,mary,1,5:00
6/11/2021,9,mary,7,5:00
6/11/2021,42,mary,2,5:00
6/11/2021,35,mary,1,5:00
6/11/2021,51,mary,13,5:00
6/11/2021,52,mary,3,5:00
6/11/2021,7,mary,1,5:00
6/11/2021,47,mary,4,5:00
6/11/2021,44,mary,2,5:00
6/11/2021,1,mary,2,5:00
6/11/2021,1,alex,1,12:00
6/11/2021,29,alex,1,12:00
6/11/2021,47,alex,1,12:00
6/11/2021,56,alex,1,12:00
6/11/2021,1,alex,1,2:00
6/11/2021,8,alex,1,2:00
6/11/2021,29,alex,2,2:00
6/11/2021,37,alex,1,2:00
6/11/2021,42,alex,3,5:00
6/11/2021,7,alex,3,5:00
6/11/2021,29,alex,6,5:00
6/11/2021,32,alex,1,5:00
6/11/2021,47,alex,2,5:00
6/11/2021,52,alex,1,5:00
6/11/2021,35,alex,1,5:00
6/11/2021,36,alex,1,5:00
6/11/2021,1,alex,2,5:00
6/11/2021,31,alex,1,5:00
6/11/2021,30,alex,1,5:00
6/11/2021,44,alex,1,5:00
20/11/2021,51,zulma,8,12:00
20/11/2021,11,zulma,2,12:00
20/11/2021,29,zulma,2,12:00
20/11/2021,17,zulma,1,12:00
20/11/2021,1,zulma,3,2:00
20/11/2021,7,zulma,2,2:00
20/11/2021,44,zulma,4,2:00
20/11/2021,35,zulma,1,2:00
20/11/2021,29,zulma,14,2:00
20/11/2021,31,zulma,2,2:00
20/11/2021,51,zulma,4,2:00
20/11/2021,48,zulma,1,2:00
20/11/2021,5,zulma,2,2:00
20/11/2021,29,zulma,19,5:00
20/11/2021,11,zulma,1,5:00
20/11/2021,8,zulma,1,5:00
20/11/2021,44,zulma,1,5:00
20/11/2021,52,zulma,3,5:00
20/11/2021,9,zulma,7,5:00
20/11/2021,35,zulma,2,5:00
20/11/2021,31,zulma,3,5:00
20/11/2021,1,zulma,1,5:00
20/11/2021,2,zulma,1,5:00
20/11/2021,30,zulma,1,5:00
20/11/2021,7,zulma,1,5:00
20/11/2021,9,alex,4,12:00
20/11/2021,42,alex,1,12:00
20/11/2021,29,alex,9,12:00
20/11/2021,51,alex,1,12:00
20/11/2021,35,alex,2,12:00
20/11/2021,30,alex,2,12:00
20/11/2021,7,alex,1,12:00
20/11/2021,29,alex,5,2:00
20/11/2021,1,alex,3,2:00
20/11/2021,35,alex,3,2:00
20/11/2021,9,alex,1,2:00
20/11/2021,51,alex,1,2:00
20/11/2021,44,alex,2,2:00
20/11/2021,29,alex,17,5:00
20/11/2021,35,alex,7,5:00
20/11/2021,18,alex,1,5:00
20/11/2021,44,alex,2,5:00
20/11/2021,30,alex,5,5:00
20/11/2021,1,alex,5,5:00
20/11/2021,48,alex,2,5:00
20/11/2021,2,alex,3,5:00
20/11/2021,5,alex,3,5:00
20/11/2021,51,alex,4,5:00
20/11/2021,56,alex,2,5:00
20/11/2021,51,mary,4,12:00
20/11/2021,9,mary,1,12:00
20/11/2021,30,mary,4,2:00
20/11/2021,29,mary,10,2:00
20/11/2021,44,mary,4,2:00
20/11/2021,25,mary,1,2:00
20/11/2021,9,mary,3,2:00
20/11/2021,1,mary,1,2:00
20/11/2021,27,mary,1,2:00
20/11/2021,44,mary,1,5:00
20/11/2021,38,mary,1,5:00
20/11/2021,56,mary,1,5:00
20/11/2021,7,mary,4,5:00
20/11/2021,30,mary,1,5:00
20/11/2021,1,mary,4,5:00
20/11/2021,9,mary,7,5:00
20/11/2021,42,mary,1,5:00
20/11/2021,48,mary,1,5:00
20/11/2021,,,,5:00
20/11/2021,,,,5:00
